id_partner,marketplace,country_code,is_fbn,item_nr,sku,brand_en,title_en,purchase_item_nr,awb_nr,base_price,invoice_price,item_status,cancel_reason,ordered_date,shipped_date,delivered_date,cancelled_date,returned_date,estimated_shipping_date
76776,noon,AE,FBN,NAEG50057095106-2,Z20BC64FB66CFC02D83FEZ-1,iUNIK,Beta Glucan Vegan Lightweight Non Sticky Deep Moisture Watery Cream Daily Moisturizer Quick Absorption Dry Mature Sensitive Fine lines Skin Naturally Derived Centella Vitamin Korean Skincare,NAEG50057095106-2-P1,,45,40.5,Delivered,,18-May-24,18-May-24,19-May-24,,,19-May-24
76776,noon,AE,FBN,NAEG50057095106-3,ZBDD62409160B6395B49AZ-1,iUNIK,Centella Calming Vegan Moisture SPF 50+ PA++++ Non-Sticky No White Cast Light-Weight Daily Sunscreen Reef-Safe UVA UVB Matte-Finish No-Scent 2 Oz Beta-Glucan Dry Oily Sensitive Acne-Prone Skin K,NAEG50057095106-3-P1,,55,49.5,Delivered,,18-May-24,18-May-24,19-May-24,,,19-May-24
76776,noon,AE,FBN,NAEG50084627502-8,ZBDD62409160B6395B49AZ-1,iUNIK,Centella Calming Vegan Moisture SPF 50+ PA++++ Non-Sticky No White Cast Light-Weight Daily Sunscreen Reef-Safe UVA UVB Matte-Finish No-Scent 2 Oz Beta-Glucan Dry Oily Sensitive Acne-Prone Skin K,NAEG50084627502-8-P1,,55,55,Delivered,,18-May-24,19-May-24,20-May-24,,,20-May-24
76776,noon,AE,FBN,NAEG50019366778-5,Z1CC5004A3CD08DF14B74Z-1,iUNIK,Propolis Vitamin C Face and Eye Cream with Vegetable Oil 1.01 Fl Oz Dullness Dark Circles Puffiness Smooths Under Eyes 24 Hour Hydration For Sensitive Oily Acne prone skin,NAEG50019366778-5-P1,,55,55,Delivered,,18-May-24,18-May-24,19-May-24,,,18-May-24
76776,noon,AE,FBN,NAEG50046695000-5,ZFB6F819374BCCB16E0CCZ-1,iUNIK,Calendula Complete Deep Vegan Cleansing Oil 94% Plant-based Oils Blackhead Melting Makeup Remover Mascara Sunscreen Eyeliner Facial Cleanser - Dry Oily Acne-Prone Sensitive Skin Korean Skincare,NAEG50046695000-5-P1,,61,61,Delivered,,19-May-24,19-May-24,21-May-24,,,20-May-24
76776,noon,AE,FBN,NAEG50060235206-3,Z20BC64FB66CFC02D83FEZ-1,iUNIK,Beta Glucan Vegan Lightweight Non Sticky Deep Moisture Watery Cream Daily Moisturizer Quick Absorption Dry Mature Sensitive Fine lines Skin Naturally Derived Centella Vitamin Korean Skincare,NAEG50060235206-3-P1,,45,45,Delivered,,20-May-24,21-May-24,21-May-24,,,21-May-24
76776,noon,AE,FBN,NAEG50055871143-4,ZFB6F819374BCCB16E0CCZ-1,iUNIK,Calendula Complete Deep Vegan Cleansing Oil 94% Plant-based Oils Blackhead Melting Makeup Remover Mascara Sunscreen Eyeliner Facial Cleanser - Dry Oily Acne-Prone Sensitive Skin Korean Skincare,NAEG50055871143-4-P1,,55,55,Delivered,,20-May-24,20-May-24,21-May-24,,,21-May-24
76776,noon,AE,FBN,NAEG50066712999-2,Z4CF81A5EDD4B705CFBCBZ-1,iUNIK,"Propolis 70% Vitamins 17% Synergy Serum, Centella Fruits Extract Calming Soothing Deep Nourishing Dry Damaged Dull Spot Hyperpigmentation Sensitive Acne-prone Skin No Pore Clogging Korean Skinca",NAEG50066712999-2-P1,,55,55,Delivered,,21-May-24,21-May-24,23-May-24,,,23-May-24
76776,noon,AE,FBN,NAEG50070243191-1,ZBDD62409160B6395B49AZ-1,iUNIK,Centella Calming Vegan Moisture SPF 50+ PA++++ Non-Sticky No White Cast Light-Weight Daily Sunscreen Reef-Safe UVA UVB Matte-Finish No-Scent 2 Oz Beta-Glucan Dry Oily Sensitive Acne-Prone Skin K,NAEG50070243191-1-P1,,55,55,Delivered,,21-May-24,21-May-24,21-May-24,,,21-May-24
76776,noon,AE,FBN,NAEG50083603022-6,ZFB6F819374BCCB16E0CCZ-1,iUNIK,Calendula Complete Deep Vegan Cleansing Oil 94% Plant-based Oils Blackhead Melting Makeup Remover Mascara Sunscreen Eyeliner Facial Cleanser - Dry Oily Acne-Prone Sensitive Skin Korean Skincare,NAEG50083603022-6-P1,,55,49.5,Delivered,,21-May-24,22-May-24,24-May-24,,,24-May-24
